iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CHN,Asia,China,2020-01-05,1.0,1.0,,0.0,0.0,,0.001,0.001,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.78,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-06,1.0,0.0,,0.0,0.0,,0.001,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.78,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-07,1.0,0.0,,0.0,0.0,,0.001,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.78,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-08,1.0,0.0,,0.0,0.0,,0.001,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.78,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-09,1.0,0.0,,0.0,0.0,,0.001,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.78,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-10,1.0,0.0,0.143,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.78,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-11,1.0,0.0,0.143,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.78,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-12,45.0,44.0,6.286,1.0,1.0,0.143,0.032,0.031,0.004,0.001,0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.78,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-13,45.0,0.0,6.286,1.0,0.0,0.143,0.032,0.0,0.004,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.78,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-14,45.0,0.0,6.286,1.0,0.0,0.143,0.032,0.0,0.004,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.78,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-15,45.0,0.0,6.286,1.0,0.0,0.143,0.032,0.0,0.004,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.33,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-16,45.0,0.0,6.286,1.0,0.0,0.143,0.032,0.0,0.004,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.33,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-17,45.0,0.0,6.286,1.0,0.0,0.143,0.032,0.0,0.004,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.33,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-18,45.0,0.0,6.286,1.0,0.0,0.143,0.032,0.0,0.004,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.33,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-19,125.0,80.0,11.429,3.0,2.0,0.286,0.088,0.056,0.008,0.002,0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.33,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-20,125.0,0.0,11.429,3.0,0.0,0.286,0.088,0.0,0.008,0.002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.33,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-21,125.0,0.0,11.429,3.0,0.0,0.286,0.088,0.0,0.008,0.002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.33,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-22,125.0,0.0,11.429,3.0,0.0,0.286,0.088,0.0,0.008,0.002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-23,125.0,0.0,11.429,3.0,0.0,0.286,0.088,0.0,0.008,0.002,0.0,0.0,3.04,,,,,,,,,,,,,,,,,,,,,,,44.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-24,125.0,0.0,11.429,3.0,0.0,0.286,0.088,0.0,0.008,0.002,0.0,0.0,3.28,,,,,,,,,,,,,,,,,,,,,,,44.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-25,125.0,0.0,11.429,3.0,0.0,0.286,0.088,0.0,0.008,0.002,0.0,0.0,3.5,,,,,,,,,,,,,,,,,,,,,,,47.69,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-26,1985.0,1860.0,265.714,56.0,53.0,7.571,1.393,1.305,0.186,0.039,0.037,0.005,3.59,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-27,1985.0,0.0,265.714,56.0,0.0,7.571,1.393,0.0,0.186,0.039,0.0,0.005,3.66,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-28,1985.0,0.0,265.714,56.0,0.0,7.571,1.393,0.0,0.186,0.039,0.0,0.005,3.68,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-29,1985.0,0.0,265.714,56.0,0.0,7.571,1.393,0.0,0.186,0.039,0.0,0.005,3.29,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-30,1985.0,0.0,265.714,56.0,0.0,7.571,1.393,0.0,0.186,0.039,0.0,0.005,3.05,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-01-31,1985.0,0.0,265.714,56.0,0.0,7.571,1.393,0.0,0.186,0.039,0.0,0.005,2.82,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-01,1985.0,0.0,265.714,56.0,0.0,7.571,1.393,0.0,0.186,0.039,0.0,0.005,2.68,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-02,14411.0,12426.0,1775.143,361.0,305.0,43.571,10.112,8.719,1.246,0.253,0.214,0.031,2.59,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-03,14411.0,0.0,1775.143,361.0,0.0,43.571,10.112,0.0,1.246,0.253,0.0,0.031,2.34,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-04,14411.0,0.0,1775.143,361.0,0.0,43.571,10.112,0.0,1.246,0.253,0.0,0.031,2.1,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-05,14411.0,0.0,1775.143,361.0,0.0,43.571,10.112,0.0,1.246,0.253,0.0,0.031,1.96,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-06,14411.0,0.0,1775.143,361.0,0.0,43.571,10.112,0.0,1.246,0.253,0.0,0.031,1.73,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-07,14411.0,0.0,1775.143,361.0,0.0,43.571,10.112,0.0,1.246,0.253,0.0,0.031,1.6,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-08,14411.0,0.0,1775.143,361.0,0.0,43.571,10.112,0.0,1.246,0.253,0.0,0.031,1.48,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-09,37251.0,22840.0,3262.857,905.0,544.0,77.714,26.138,16.026,2.289,0.635,0.382,0.055,1.4,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-10,37251.0,0.0,3262.857,905.0,0.0,77.714,26.138,0.0,2.289,0.635,0.0,0.055,1.39,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-11,37251.0,0.0,3262.857,905.0,0.0,77.714,26.138,0.0,2.289,0.635,0.0,0.055,1.41,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-12,37251.0,0.0,3262.857,905.0,0.0,77.714,26.138,0.0,2.289,0.635,0.0,0.055,1.58,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-13,37251.0,0.0,3262.857,905.0,0.0,77.714,26.138,0.0,2.289,0.635,0.0,0.055,1.82,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-14,37251.0,0.0,3262.857,905.0,0.0,77.714,26.138,0.0,2.289,0.635,0.0,0.055,1.52,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-15,37251.0,0.0,3262.857,905.0,0.0,77.714,26.138,0.0,2.289,0.635,0.0,0.055,1.2,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-16,68584.0,31333.0,4476.143,1767.0,862.0,123.143,48.123,21.985,3.141,1.24,0.605,0.086,0.95,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-17,68584.0,0.0,4476.143,1767.0,0.0,123.143,48.123,0.0,3.141,1.24,0.0,0.086,0.78,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-18,68584.0,0.0,4476.143,1767.0,0.0,123.143,48.123,0.0,3.141,1.24,0.0,0.086,0.63,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-19,68584.0,0.0,4476.143,1767.0,0.0,123.143,48.123,0.0,3.141,1.24,0.0,0.086,0.53,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-20,68584.0,0.0,4476.143,1767.0,0.0,123.143,48.123,0.0,3.141,1.24,0.0,0.086,0.41,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-21,68584.0,0.0,4476.143,1767.0,0.0,123.143,48.123,0.0,3.141,1.24,0.0,0.086,0.39,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-22,68584.0,0.0,4476.143,1767.0,0.0,123.143,48.123,0.0,3.141,1.24,0.0,0.086,0.37,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-23,77042.0,8458.0,1208.286,2446.0,679.0,97.0,54.058,5.935,0.848,1.716,0.476,0.068,0.31,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-24,77042.0,0.0,1208.286,2446.0,0.0,97.0,54.058,0.0,0.848,1.716,0.0,0.068,0.3,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-25,77042.0,0.0,1208.286,2446.0,0.0,97.0,54.058,0.0,0.848,1.716,0.0,0.068,0.3,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-26,77042.0,0.0,1208.286,2446.0,0.0,97.0,54.058,0.0,0.848,1.716,0.0,0.068,0.32,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-27,77042.0,0.0,1208.286,2446.0,0.0,97.0,54.058,0.0,0.848,1.716,0.0,0.068,0.3,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-28,77042.0,0.0,1208.286,2446.0,0.0,97.0,54.058,0.0,0.848,1.716,0.0,0.068,0.31,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-02-29,77042.0,0.0,1208.286,2446.0,0.0,97.0,54.058,0.0,0.848,1.716,0.0,0.068,0.32,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-01,79968.0,2926.0,418.0,2873.0,427.0,61.0,56.111,2.053,0.293,2.016,0.3,0.043,0.31,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-02,79968.0,0.0,418.0,2873.0,0.0,61.0,56.111,0.0,0.293,2.016,0.0,0.043,0.28,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-03,79968.0,0.0,418.0,2873.0,0.0,61.0,56.111,0.0,0.293,2.016,0.0,0.043,0.25,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-04,79968.0,0.0,418.0,2873.0,0.0,61.0,56.111,0.0,0.293,2.016,0.0,0.043,0.24,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-05,79968.0,0.0,418.0,2873.0,0.0,61.0,56.111,0.0,0.293,2.016,0.0,0.043,0.22,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-06,79968.0,0.0,418.0,2873.0,0.0,61.0,56.111,0.0,0.293,2.016,0.0,0.043,0.2,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-07,79968.0,0.0,418.0,2873.0,0.0,61.0,56.111,0.0,0.293,2.016,0.0,0.043,0.18,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-08,80859.0,891.0,127.286,3101.0,228.0,32.571,56.736,0.625,0.089,2.176,0.16,0.023,0.16,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-09,80859.0,0.0,127.286,3101.0,0.0,32.571,56.736,0.0,0.089,2.176,0.0,0.023,0.16,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-10,80859.0,0.0,127.286,3101.0,0.0,32.571,56.736,0.0,0.089,2.176,0.0,0.023,0.15,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-11,80859.0,0.0,127.286,3101.0,0.0,32.571,56.736,0.0,0.089,2.176,0.0,0.023,0.16,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-12,80859.0,0.0,127.286,3101.0,0.0,32.571,56.736,0.0,0.089,2.176,0.0,0.023,0.15,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-13,80859.0,0.0,127.286,3101.0,0.0,32.571,56.736,0.0,0.089,2.176,0.0,0.023,0.17,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-14,80859.0,0.0,127.286,3101.0,0.0,32.571,56.736,0.0,0.089,2.176,0.0,0.023,0.21,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-15,81048.0,189.0,27.0,3204.0,103.0,14.714,56.869,0.133,0.019,2.248,0.072,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-16,81048.0,0.0,27.0,3204.0,0.0,14.714,56.869,0.0,0.019,2.248,0.0,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-17,81048.0,0.0,27.0,3204.0,0.0,14.714,56.869,0.0,0.019,2.248,0.0,0.01,0.38,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-18,81048.0,0.0,27.0,3204.0,0.0,14.714,56.869,0.0,0.019,2.248,0.0,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-19,81048.0,0.0,27.0,3204.0,0.0,14.714,56.869,0.0,0.019,2.248,0.0,0.01,0.56,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-20,81048.0,0.0,27.0,3204.0,0.0,14.714,56.869,0.0,0.019,2.248,0.0,0.01,0.66,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-21,81048.0,0.0,27.0,3204.0,0.0,14.714,56.869,0.0,0.019,2.248,0.0,0.01,0.73,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-22,81498.0,450.0,64.286,3267.0,63.0,9.0,57.184,0.316,0.045,2.292,0.044,0.006,0.81,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-23,81498.0,0.0,64.286,3267.0,0.0,9.0,57.184,0.0,0.045,2.292,0.0,0.006,0.84,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-24,81498.0,0.0,64.286,3267.0,0.0,9.0,57.184,0.0,0.045,2.292,0.0,0.006,0.88,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-25,81498.0,0.0,64.286,3267.0,0.0,9.0,57.184,0.0,0.045,2.292,0.0,0.006,0.91,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-26,81498.0,0.0,64.286,3267.0,0.0,9.0,57.184,0.0,0.045,2.292,0.0,0.006,0.94,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-27,81498.0,0.0,64.286,3267.0,0.0,9.0,57.184,0.0,0.045,2.292,0.0,0.006,0.91,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-28,81498.0,0.0,64.286,3267.0,0.0,9.0,57.184,0.0,0.045,2.292,0.0,0.006,0.9,,,,,,,,,,,,,,,,,,,,,,,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,2020-03-29,82341.0,843.0,120.429,3306.0,39.0,5.571,57.776,0.592,0.085,2.32,0.027,0.004,0.85,,,,,,,,,,,,,,,,,,,,,,,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
